line,artist
"Forever and ever now, ever and ever now",Ozzy
The things that were are history,Ozzy
"Forever and ever now, ever and never now",Ozzy
It's never too late to cry,Ozzy
It's never too late for goodbyes,Ozzy
It's never too late to cry,Ozzy
You know you were born to die,Ozzy
"Oh, God",Ozzy
"If the Messiah is coming, will he be too late",Ozzy
To reconcile our tears with our hate?,Ozzy
And the memory of freedom that imprisons our heart,Ozzy
As we're greeted by the cold hand of fate,Ozzy
It's never too late to cry,Ozzy
It's never too late for goodbyes,Ozzy
It's never too late to cry ,Ozzy
You know you were born to die,Ozzy
Won't you listen 'cos I'm at it again,Ozzy
"Lightning striking, and on that you can depend",Ozzy
They say that lightning never strikes the same place twice,Ozzy
"Gods of thunder, sit and watch the event",Ozzy
You know I take no prisoners,Ozzy
My back's to the wall,Ozzy
You know I must be going,Ozzy
When destiny calls,Ozzy
Until I feel that thunder shattering my brain,Ozzy
"I won't stop rockin' all night, rockin' all night",Ozzy
Until the lightning strikes again,Ozzy
"Rockin' all night, rockin' all night",Ozzy
Until the lightning strikes again,Ozzy
Tell your mama that you're gonna be late,Ozzy
"But not to worry, we'll just be rockin' all night",Ozzy
The lightning strikes before you hear the thunder roar,Ozzy
We're becoming the children of the night,Ozzy
I'm not aplogizing,Ozzy
I am what I am,Ozzy
There is no compromising,Ozzy
I don't give a damn,Ozzy
Until I feel the thunder boiling in my veins,Ozzy
"I won't stop rockin' all night, rockin' all night",Ozzy
Until the lightning strikes again,Ozzy
"Rockin' all night, rockin' all night",Ozzy
Until the lightning strikes again,Ozzy
"Oh no, I've lost control",Ozzy
"Here we go, it's only rock & roll",Ozzy
The silver light is flashing,Ozzy
As all turns to gold,Ozzy
In my head voices screaming,Ozzy
And I'm being told,Ozzy
"If you will only listen, you will hear them too",Ozzy
"I won't stop rockin' all night, rockin' all night",Ozzy
Until the lightning strikes again,Ozzy
"Rockin' all night, rockin' all night",Ozzy
Until the lightning strikes again,Ozzy
"You go rockin' all night, rockin' all night",Ozzy
Until the lightning strikes again,Ozzy
"You go rockin' it all night, rockin' it all night",Ozzy
Until the lightning strikes again,Ozzy
If none of us believe in war,Ozzy
Then can you tell me what the weapon's for?,Ozzy
Listen to me everyone,Ozzy
If the button is pushed there'll be nowhere to run,Ozzy
"Giants, sleeping giants",Ozzy
Winning wars within their dreams,Ozzy
'Till they wake when it's too late,Ozzy
And in God's name blaspheme,Ozzy
Killer of giants threatens us all,Ozzy
Mountains of madness standing so tall,Ozzy
Marches of protest not stopping the war,Ozzy
Or the killer of giants,Ozzy
The killer of giants,Ozzy
"Mother Nature, people state your case without its worth",Ozzy
"Your seas run dry, your sleepless eyes are turning red alert",Ozzy
Killer of giants threatens us all,Ozzy
Mountains of madness standing so tall,Ozzy
"Rising so proudly, it has nowhere to fall",Ozzy
This killer of giants,Ozzy
"This killer of giants, yeah",Ozzy
Killer of giants threatens us all,Ozzy
Mountains of madness standing so tall,Ozzy
Marches of protest not stopping the war,Ozzy
Or the killer of giants,Ozzy
"Oh, the killer of giants",Ozzy
Killer of giants,Ozzy
Killer of giants,Ozzy
I hear you breathing though you're so far away,Ozzy
Can you just go where you're going to?,Ozzy
I couldn't give a damn or two about a fool like you,Ozzy
That's true,Ozzy
"Are you just too cool? No, you're just perfectly cold",Ozzy
And what goes 'round still comes around,Ozzy
I think it's all summed up and down in a fool like you,Ozzy
That's true,Ozzy
Today is just another day,Ozzy
You hold your ticket into nowhere,Ozzy
It's up to you if you'll stay,Ozzy
And turn your day into a nightmare,Ozzy
"You think you know it, you think you know it all",Ozzy
But you don't even have a clue,Ozzy
And control is still in view for a fool like you,Ozzy
That's true,Ozzy
Is there a reason for the way that you are,Ozzy
Or does it just come naturally?,Ozzy
To have an idiosyncrasy and be a fool like you,Ozzy
That's true,Ozzy
You're hearing what you want to hear,Ozzy
Misunderstanding all you see,Ozzy
An attitude in all of us,Ozzy
Is it really you and me,Ozzy
"He's hiding, residing deep within the crowd",Ozzy
"A hand out, he'll pull you down",Ozzy
"You've been found guilty, committed every crime",Ozzy
But still they say you must go free,Ozzy
Looks like haunted I will be by a fool like you,Ozzy
That's true,Ozzy
"By a fool like you, by a fool like you",Ozzy
Looks like haunted I will be by a fool like you,Ozzy
That's true,Ozzy
"By a fool like you, by a fool like you",Ozzy
Looks like haunted I will be by a fool like you,Ozzy
That's true,Ozzy
Out on the streets I'm stalking the night,Ozzy
I can hear my heavy breathing,Ozzy
"Paid for the kill, but it doesn't seem right",Ozzy
Something there I can't believe in,Ozzy
Voices are calling from inside my head,Ozzy
"I can hear them, I can hear them",Ozzy
Vanishing memories of things that were said,Ozzy
They can't try to hurt me now,Ozzy
But a shot in the dark,Ozzy
One step away from you,Ozzy
Just a shot in the dark,Ozzy
Always creeping up on you,Ozzy
All right,Ozzy
Taught by the powers that preach over me,Ozzy
I can hear their empty reasons,Ozzy
"I wouldn't listen, I learned how to fight",Ozzy
I opened up my mind to treason,Ozzy
"But just like the wounded, and when it's too late",Ozzy
"They'll remember, they'll surrender",Ozzy
Never a care for the people who hate,Ozzy
Underestimate me now,Ozzy
But a shot in the dark,Ozzy
One step away from you,Ozzy
Just a shot in the dark,Ozzy
Nothing that you can do,Ozzy
Just a shot in the dark,Ozzy
Always creeping up on you,Ozzy
All right,Ozzy
"But just like the wounded, and when it's too late",Ozzy
"They'll remember, they'll surrender",Ozzy
Never a care for the people who hate,Ozzy
Underestimate me now,Ozzy
But a shot in the dark,Ozzy
One step away from you,Ozzy
Just a shot in the dark,Ozzy
Nothing that you can do,Ozzy
Just a shot in the dark,Ozzy
Always creeping up on you,Ozzy
All right,Ozzy
Just a shot in the dark,Ozzy
Just a shot in the dark,Ozzy
Just a shot in the dark,Ozzy
Just a shot in the dark,Ozzy
I'm looking for a Miracle Man,Ozzy
That tells me no lies,Ozzy
I'm looking for a Miracle Man,Ozzy
Who's not in disguise,Ozzy
I don't know where he'll come from,Ozzy
And I don't know where he's been,Ozzy
But it's not our Jimmy Sinner,Ozzy
Because he's so obscene,Ozzy
Miracle Man got busted,Ozzy
Miracle Man got busted,Ozzy
Today I saw a Miracle Man,Ozzy
On TV cryin',Ozzy
Such a hypocritical man,Ozzy
"Born again, dying",Ozzy
He don't know where he's going,Ozzy
But we know just where he's been,Ozzy
'Twas our little Jimmy Sinner,Ozzy
That I saw on the screen,Ozzy
Miracle Man got busted,Ozzy
Miracle Man got busted,Ozzy
Miracle Man got busted,Ozzy
Miracle Man,Ozzy
A Devil with a crucifix,Ozzy
Brimstone and fire,Ozzy
He needs another carnal fix,Ozzy
To take him higher and higher,Ozzy
"Now Jimmy, he got busted",Ozzy
With his pants down,Ozzy
Repent ye wretched sinner,Ozzy
Self righteous clown,Ozzy
Miracle Man got busted,Ozzy
Miracle Man got busted,Ozzy
Miracle Man got busted,Ozzy
Miracle Man got busted,Ozzy
Miracle Man got busted,Ozzy
Miracle Man got busted,Ozzy
Miracle Man got busted,Ozzy
"Well, I know where you live",Ozzy
I know you live alone,Ozzy
I'll pay a visit in your darkest hour,Ozzy
I've got a treat in store,Ozzy
Won't be the same no more,Ozzy
And I will demonstrate my holy power (ha ha),Ozzy
I see through,Ozzy
What it is inside you,Ozzy
I'll make you breakdown (breakdown),Ozzy
Breakdown and cry,Ozzy
Devil's daughter,Ozzy
You don't want a holy war,Ozzy
Devil's daughter,Ozzy
You don't want a holy war,Ozzy
You know what I'm about,Ozzy
I'll cast the demons out,Ozzy
And I'll persist until the battle's won,Ozzy
I'll feel your creeping flesh,Ozzy
If you're to be possessed,Ozzy
Then I will desecrate what you've become,Ozzy
I see through,Ozzy
What it is inside you,Ozzy
I'll make you breakdown (breakdown),Ozzy
Breakdown and cry,Ozzy
Devil's daughter,Ozzy
You don't want a holy war,Ozzy
Devil's daughter,Ozzy
You don't want a holy war,Ozzy
Devil's daughter,Ozzy
You don't want a holy war,Ozzy
Devil's daughter,Ozzy
The time has come at last,Ozzy
Your future days have past,Ozzy
No use in fighting battles you can't win,Ozzy
The final conflict's lost,Ozzy
You can't afford the cost,Ozzy
Don't try to expiate your father's sins,Ozzy
I see through,Ozzy
What it is inside you,Ozzy
I'll make you breakdown (breakdown),Ozzy
Breakdown and cry,Ozzy
Breakdown (breakdown),Ozzy
Breakdown and cry,Ozzy
Crazy...Babies,Ozzy
Crazy babies never say die,Ozzy
Born to live on a permanent high,Ozzy
Flying high above the world below,Ozzy
They'd better come down soon,Ozzy
Or everyone will know,Ozzy
Nobody's gonna change them (change them),Ozzy
They've gone over the top,Ozzy
Nobody's gonna tame them (tame them),Ozzy
They're never gonna stop,Ozzy
Walk that walk,Ozzy
Talk that talk,Ozzy
Walk that walk,Ozzy
Talk that talk,Ozzy
Crazy...Babies,Ozzy
"When they were born, they were born to be wild",Ozzy
Some say I'm another devil's child,Ozzy
Crazy babies in a world of their own,Ozzy
I am a crazy babe,Ozzy
You'd better leave me alone tonight,Ozzy
Nobody's gonna change me (change me),Ozzy
I'm gonna do it 'till I die,Ozzy
Nobody's gonna tame me (tame me),Ozzy
So you better not try,Ozzy
Walk that walk,Ozzy
Talk that talk,Ozzy
Walk that walk,Ozzy
Talk that talk.,Ozzy
Crazy...Babies,Ozzy
No use talking 'bout if they'll last,Ozzy
Where they're goin' or about their past,Ozzy
They're just the result of our society,Ozzy
So frustrated just like you and me,Ozzy
Nobody's gonna change them (change them),Ozzy
They've gone over the top,Ozzy
Nobody's gonna tame them (tame them),Ozzy
They're never gonna stop,Ozzy
Walk that walk,Ozzy
Talk that talk,Ozzy
Walk that walk,Ozzy
Talk that talk,Ozzy
"Well, I know I could be just another stranger",Ozzy
But to you I guess I'm just another fool,Ozzy
And you swear you like to live your life in danger,Ozzy
Then you hide behind a wall of silly rules,Ozzy
Nobody thinks the way I do,Ozzy
I guess that nobody dares,Ozzy
Your head's so full of things,Ozzy
So set your mind free of them,Ozzy
I'm breaking the rules,Ozzy
Did you know that in the truth there's nothing stranger?,Ozzy
I suppose you think I think I know it all,Ozzy
Nobody hears the things I say,Ozzy
I guess that nobody cares,Ozzy
My head's so full of things,Ozzy
I set my mind free of them,Ozzy
I'm breaking the rules,Ozzy
Breaking all the rules,Ozzy
Can't you see they're nothing without you?,Ozzy
Empty heads full of fools,Ozzy
"Now you see, I'm breakin' all the rules (breakin' all the rules)",Ozzy
"Well, I know that you would love to go to heaven",Ozzy
But you know that you're just too afraid to die,Ozzy
And I know that you would love to know the answers,Ozzy
But to you the truth is just another lie,Ozzy
Nobody hears the things I say,Ozzy
I guess that nobody cares,Ozzy
My head's so full of things,Ozzy
I set my mind free of them,Ozzy
I'm breaking the rules,Ozzy
Breaking all the rules,Ozzy
Can't you see they're nothing without you?,Ozzy
Empty heads full of fools,Ozzy
"Now you see, I'm breaking all the rules (breaking all the rules)",Ozzy
You're comin' home,Ozzy
There's blood on the walls,Ozzy
When Charlie and the family make house calls,Ozzy
If you're alone,Ozzy
Then watch what you do,Ozzy
'Cause Charlie and the family might get you,Ozzy
Can you hear them in the darkness?,Ozzy
"Helter skelter, spiral madness (yeah)",Ozzy
Bloodbath in paradise,Ozzy
But there's nowhere you can run to baby,Ozzy
Bloodbath in paradise,Ozzy
Forever sleep in paradise,Ozzy
California sun,Ozzy
But you're still in bed,Ozzy
And the California rain is turning red,Ozzy
No sign of life or the keepers of doom,Ozzy
In Charlie and the keeper's scarlet room,Ozzy
Can you hear them in the darkness?,Ozzy
"Helter skelter, spiral madness (yeah)",Ozzy
Bloodbath in paradise,Ozzy
But there's nowhere you can run to baby,Ozzy
Bloodbath in paradise,Ozzy
Forever sleep in paradise,Ozzy
They'll summon you,Ozzy
To wake from the dead,Ozzy
"As you lie beeding, murdered in your bed",Ozzy
The sweetest dreams,Ozzy
Are all in your mind,Ozzy
But no one wakes when Charlie creeps behind (yeah),Ozzy
Execution halts your breath,Ozzy
"Helter skelter, spiral death",Ozzy
Bloodbath in paradise,Ozzy
But there's no where you can wait now baby,Ozzy
Bloodbath in paradise,Ozzy
Forever sleep in paradise,Ozzy
The introduction to his heartache began as a child,Ozzy
So it's no wonder that he grew up to be so wild,Ozzy
So he protected his feelings in walls he imagined,Ozzy
"But castles crumble, exposing the frightened child",Ozzy
Fire in the sky,Ozzy
Can't you see that all my castles are burning?,Ozzy
Fire in the sky,Ozzy
"Won't you help me now, my castles are burning",Ozzy
In solitude he couldn't deal with his own existence,Ozzy
The burning questions in the castles have still remained,Ozzy
God only knows how he searched in vain for the answers,Ozzy
"Now castles crumble, exposing his naked flames, yeah",Ozzy
Fire in the sky,Ozzy
Can't you see that all my castles are burning?,Ozzy
Fire in the sky,Ozzy
"Won't you help me now, my castles are burning",Ozzy
Fire in the sky,Ozzy
Can't you see that all my castles are burning?,Ozzy
Fire in the sky,Ozzy
"Won't you help me now, my castles are burning",Ozzy
Fire in the sky,Ozzy
Can't you see that all my castles are burning?,Ozzy
Fire in the sky,Ozzy
"Won't you help me now, my castles are burning",Ozzy
Fire in the sky,Ozzy
Can't you see that all my castles are burning?,Ozzy
Fire in the sky,Ozzy
"Won't you help me now, my castles are burning",Ozzy
"Well, she's a mean hard woman",Ozzy
And she knows what she wants,Ozzy
She is my tattooed rock & roll dancer,Ozzy
I'm under her thumb,Ozzy
And when she tells me to come,Ozzy
Oh hi's the only way I can answer,Ozzy
They tried to put me away (put me away),Ozzy
God damn them,Ozzy
Well I can hear her moaning,Ozzy
Like a dog's that's on heat,Ozzy
She never takes no for an answer,Ozzy
She's driving me mad,Ozzy
She makes it good to be bad,Ozzy
My little tattooed rock & roll dancer,Ozzy
They tried to put me away (put me away),Ozzy
God damn them,Ozzy
They'll never put me away (put me away),Ozzy
My soul's on fire,Ozzy
"Tattooed dancer, dance for me bitch",Ozzy
I think I'm in grave danger,Ozzy
Goin' over the top,Ozzy
"There is no question, only an answer",Ozzy
She can't give me love,Ozzy
I think I'm falling in lust,Ozzy
With my tattooed rock & roll dancer,Ozzy
They'll never put me away (put me away),Ozzy
God damn them,Ozzy
They'll never put me away (put me away),Ozzy
My soul's on fire,Ozzy
They'll never put me away,Ozzy
My soul's on fire,Ozzy
I'm sick and tired of your excuses,Ozzy
Can't deal with living anymore,Ozzy
I'll give you reasons to continue,Ozzy
While you lie writhing on the floor,Ozzy
I'll wash away your lies,Ozzy
And have you hyptotized,Ozzy
There'll be no compromise today,Ozzy
I'll share your life of shame,Ozzy
I think you know my name,Ozzy
I'll introduce myself today,Ozzy
I'm the demon alcohol (demon alcohol),Ozzy
I'll get you,Ozzy
If you could deal with your reflection,Ozzy
I'm sure you'd see into my eyes,Ozzy
There'll be no need for resurrection,Ozzy
Let's drink to people of the lies,Ozzy
Although that one's too much,Ozzy
You know ten's not enough,Ozzy
There'll be no compromise today,Ozzy
I'll watch you lose control,Ozzy
Consume your very soul,Ozzy
I'll introduce myself today,Ozzy
I'm the demon alcohol (demon alcohol),Ozzy
"Ha ha, demon alcohol (demon alcohol)",Ozzy
Let's party,Ozzy
I'm sick and tired of resolutions,Ozzy
You've quit me time and time again,Ozzy
Don't speak of suicide solutions,Ozzy
"You took my hand, I'm here to stay",Ozzy
This time it's you or me,Ozzy
I'll never set you free,Ozzy
There'll be no compromise today,Ozzy
So satisfy your lust,Ozzy
Too much can't be enough,Ozzy
I'll introduce myself today,Ozzy
